,formattedAddress,location,rating,businessStatus,userRatingCount,displayName,primaryTypeDisplayName,priceRange,websiteUri
603,"C. 50 257, Francisco de Montejo, 97203 Mérida, Yuc., Mexico","{'latitude': 21.0336477, 'longitude': -89.645612}",4.5,OPERATIONAL,686.0,"{'text': 'La Barrita', 'languageCode': 'es'}","{'text': 'Cafeteria', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",https://www.facebook.com/La-Barrita-124090764888319/
604,"C. 43 176, Pinzón II, 97205 Mérida, Yuc., Mexico","{'latitude': 21.0298321, 'longitude': -89.63986109999999}",4.7,OPERATIONAL,363.0,"{'text': 'Snow Drop. Cafeteria Coreana', 'languageCode': 'es'}","{'text': 'Cafe', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",https://www.facebook.com/snowdrop.merida
605,"C. 43 B-x 54 y 56, Francisco de Montejo, 97203 Mérida, Yuc., Mexico","{'latitude': 21.0377743, 'longitude': -89.6461418}",4.7,OPERATIONAL,26.0,"{'text': 'Astoria Café', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",
606,"C. 51 entre 44 y 46, Francisco de Montejo, 97203 Mérida, Yuc., Mexico","{'latitude': 21.0303476, 'longitude': -89.64320819999999}",4.5,OPERATIONAL,90.0,"{'text': 'Shiro café', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",
607,"97203, Francisco de Montejo III, 97203 Mérida, Yuc., Mexico","{'latitude': 21.0395875, 'longitude': -89.6398861}",4.8,OPERATIONAL,34.0,"{'text': 'Café Kii', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",https://www.facebook.com/share/1CgkPSJUCq/
608,"C. 50 313-Local 10, Francisco de Montejo, 97203 Mérida, Yuc., Mexico","{'latitude': 21.0305648, 'longitude': -89.6470269}",4.5,OPERATIONAL,236.0,"{'text': ""Cimonni's Bakery & Café"", 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",
609,"Plaza Altana 176-local 16, Pinzón II, 97203 Mérida, Yuc., Mexico","{'latitude': 21.0299412, 'longitude': -89.6402039}",4.7,OPERATIONAL,44.0,"{'text': 'PingoyLola', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",https://www.instagram.com/pingoylola?igsh=MXM2bXA2eHJhc2FqNA==
610,"C. 51 323, Francisco de Montejo, 97203 Mérida, Yuc., Mexico","{'latitude': 21.0323587, 'longitude': -89.64779829999999}",4.8,OPERATIONAL,193.0,"{'text': 'Amai Kawaii Pastry & Shop', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",https://www.facebook.com/amaipastry
611,"C. 51 202, Francisco de Montejo, 97203 Mérida, Yuc., Mexico","{'latitude': 21.0299805, 'longitude': -89.6415165}",4.3,OPERATIONAL,1508.0,"{'text': 'The Italian Coffee', 'languageCode': 'en'}","{'text': 'Cafe', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",https://www.italiancoffeeyucatan.com/
612,"C. 51 359, entre calle 54 y calle 56, Francisco de Montejo, 97203 Mérida, Yuc., Mexico","{'latitude': 21.0329399, 'longitude': -89.64930149999999}",5.0,OPERATIONAL,23.0,"{'text': 'Cafetería Lirio Vainilla', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '1'}, 'endPrice': {'currencyCode': 'MXN', 'units': '100'}}",https://www.instagram.com/liriovainilla?igsh=bXNudmRlajRtZnpz
613,"PLAZA ALTANA, LOCAL 11 Y 12, Pinzón II, 97205 Mérida, Yuc., Mexico","{'latitude': 21.0297041, 'longitude': -89.6399371}",5.0,OPERATIONAL,8.0,"{'text': 'BLUÜM Barra de especialidad & brunch', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '200'}, 'endPrice': {'currencyCode': 'MXN', 'units': '300'}}",
614,"C. 55 334l, Francisco de Montejo, 97203 Mérida, Yuc., Mexico","{'latitude': 21.0279047, 'longitude': -89.65018359999999}",4.2,OPERATIONAL,275.0,"{'text': 'Louvre Fco de Montejo', 'languageCode': 'es'}","{'text': 'Restaurant', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",http://restaurantelouvre.com/
615,"C. 42 298i, entre 47 y 47a, Francisco de Montejo, 97203 Mérida, Yuc., Mexico","{'latitude': 21.0340106, 'longitude': -89.64135499999999}",4.9,OPERATIONAL,30.0,"{'text': 'Farina By Panipan', 'languageCode': 'es'}","{'text': 'Restaurant', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",https://take.app/farinamid
616,"C. 34 x 49 y 49a, Pinzón II, 97205 Mérida, Yuc., Mexico","{'latitude': 21.0271209, 'longitude': -89.6385906}",4.6,OPERATIONAL,51.0,"{'text': 'Game On! Cafetería de Juegos de Mesa', 'languageCode': 'en'}","{'text': 'Cafe', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",
617,"C. 50 174, Francisco de Montejo, 97203 Mérida, Yuc., Mexico","{'latitude': 21.0372391, 'longitude': -89.64375299999999}",4.5,OPERATIONAL,902.0,"{'text': 'La Creperie', 'languageCode': 'es'}","{'text': 'Dessert Shop', 'languageCode': 'en-US'}",,http://www.facebook.com/pages/La-Creperie-Restaurant-Cafe-Bar/116262921744822
618,"C. 53-B 258, entre 44 y 46, Francisco de Montejo, 97203 Mérida, Yuc., Mexico","{'latitude': 21.0292575, 'longitude': -89.6443251}",4.9,OPERATIONAL,7.0,"{'text': 'accio', 'languageCode': 'es'}","{'text': 'Store', 'languageCode': 'en-US'}",,https://www.instagram.com/accio2024?igsh=MXJqZjk2ZDZ0YmFtZw==
619,"Calle 55 A 349-x 54 y 56, Francisco de Montejo, 97203 Mérida, Yuc., Mexico","{'latitude': 21.027841, 'longitude': -89.6509061}",4.3,OPERATIONAL,6.0,"{'text': 'Café & bonsai', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '1'}, 'endPrice': {'currencyCode': 'MXN', 'units': '100'}}",
620,"49b 337-x 54 y 56, Francisco de Montejo, 97203 Mérida, Yuc., Mexico","{'latitude': 21.0347468, 'longitude': -89.6475217}",3.7,OPERATIONAL,3.0,"{'text': 'Hello Stranger Mid', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
621,"C. 50 295, Francisco de Montejo, 97203 Mérida, Yuc., Mexico","{'latitude': 21.0321199, 'longitude': -89.6463611}",4.6,OPERATIONAL,22.0,"{'text': 'Un Rincon Kitchen', 'languageCode': 'es'}","{'text': 'Restaurant', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '200'}, 'endPrice': {'currencyCode': 'MXN', 'units': '300'}}",
622,"Calle 20A, Residencial Galerías, C. 5A 297, entre calles, Xcumpich, 97204 Mérida, Yuc., Mexico","{'latitude': 21.034609900000003, 'longitude': -89.63206749999999}",4.5,OPERATIONAL,231.0,"{'text': 'Trecaffé - Mérida', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '200'}, 'endPrice': {'currencyCode': 'MXN', 'units': '300'}}",https://www.facebook.com/TreCaffemx/
623,"C. 41 251C, Fraccionamiento La Castellana, La Castellana, 97203 Mérida, Yuc., Mexico","{'latitude': 21.039630499999998, 'longitude': -89.63752989999999}",4.4,OPERATIONAL,328.0,"{'text': 'Rosagante', 'languageCode': 'en'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",https://drive.google.com/drive/folders/1-1lNFApR7RDkeMJM73nmQVv5jPzG8MeP
624,"Calle 61 no299 local A. Por 48 y 50 colonia unidad habitacional, revolución Unidad habitacional revolución, Calle 61 299, Cordemex, 97110 Mérida, Yuc., Mexico","{'latitude': 21.034211799999998, 'longitude': -89.6273631}",4.5,OPERATIONAL,277.0,"{'text': 'Condesa Barra de Café', 'languageCode': 'es'}","{'text': 'Cafe', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",http://condesacafet.wixsite.com/condesabarradecafe
625,"Av. Xcumpich 310-Local 3, Juan B Sosa, 97205 Mérida, Yuc., Mexico","{'latitude': 21.0306067, 'longitude': -89.6333804}",4.8,OPERATIONAL,48.0,"{'text': 'Zapote café', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",https://www.instagram.com/zapotecafe_/profilecard/?igsh=eDZtZnc5ams1MTZ1
626,"C. 60 301A, Xcumpich, 97115 Mérida, Yuc., Mexico","{'latitude': 21.030528999999998, 'longitude': -89.6298391}",4.1,OPERATIONAL,28.0,"{'text': 'Naicha', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '1'}, 'endPrice': {'currencyCode': 'MXN', 'units': '100'}}",
627,"Xcumpich, 97204 Merida, Yucatan, Mexico","{'latitude': 21.0305954, 'longitude': -89.63539929999999}",4.7,OPERATIONAL,37.0,"{'text': 'Tezo', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",http://www.tezo.com.mx/
628,"Plaza Galerias, C. 60 299, Zona Industrial, 97204 Mérida, Yuc., Mexico","{'latitude': 21.0394977, 'longitude': -89.631259}",3.2,OPERATIONAL,47.0,"{'text': 'Segafredo', 'languageCode': 'en'}","{'text': 'Cafe', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",
629,"Plaza Galerias, C. 60 299, Zona Industrial, Nueva Revolución, 97204 Mérida, Yuc., Mexico","{'latitude': 21.039317, 'longitude': -89.6320551}",4.3,OPERATIONAL,248.0,"{'text': '2023 Santa Clara Galerias', 'languageCode': 'es'}","{'text': 'Cafe', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",https://m.facebook.com/SantaClaraMex/?locale2=es_LA
630,"Plaza Galerias, Zona Industrial, 97204 Mérida, Yuc., Mexico","{'latitude': 21.039541, 'longitude': -89.63117779999999}",4.6,OPERATIONAL,11.0,"{'text': 'Rufi’s Bagels & Frappes', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",
631,"C. 60 s/n, Xcumpich, 97115 Mérida, Yuc., Mexico","{'latitude': 21.0281351, 'longitude': -89.6272128}",4.3,OPERATIONAL,2704.0,"{'text': 'Mi Viejo Molino', 'languageCode': 'es'}","{'text': 'Restaurant', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '200'}, 'endPrice': {'currencyCode': 'MXN', 'units': '300'}}",http://www.miviejomolino.com/
632,"C. 50 460, Gonzalo Guerrero, 97115 Mérida, Yuc., Mexico","{'latitude': 21.0288467, 'longitude': -89.6255341}",4.5,OPERATIONAL,2357.0,"{'text': 'Starbucks', 'languageCode': 'es'}","{'text': 'Cafe', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",http://www.starbucks.com.mx/
633,"Plaza Galerias, C. 60 299, Zona Industrial, 97180 Mérida, Yuc., Mexico","{'latitude': 21.0395547, 'longitude': -89.6308286}",3.7,OPERATIONAL,143.0,"{'text': 'Tbar Galerías', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",
634,"C. 3 Sur 218-Local 617, Colonia Xcumpich, 97204 Mérida, Yuc., Mexico","{'latitude': 21.0391945, 'longitude': -89.6331677}",3.8,OPERATIONAL,105.0,"{'text': 'Atelier de Pan', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",
635,"Plaza Galerias, Zona Industrial, 97204 Mérida, Yuc., Mexico","{'latitude': 21.0398607, 'longitude': -89.6309666}",3.4,OPERATIONAL,26.0,"{'text': 'Nespresso', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '1000'}}",https://www.nespresso.com/mx/es
636,"C. 75, Cordemex, 97115 Mérida, Yuc., Mexico","{'latitude': 21.0309083, 'longitude': -89.6249149}",4.1,OPERATIONAL,14.0,"{'text': 'marquesitas ""CINDY""', 'languageCode': 'es'}","{'text': 'Cafe', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '1'}, 'endPrice': {'currencyCode': 'MXN', 'units': '100'}}",
637,"C. 50 entre 45 y 43, Cordemex, 97310 Mérida, Yuc., Mexico","{'latitude': 21.0378927, 'longitude': -89.6280056}",4.2,OPERATIONAL,5.0,"{'text': 'Latte de mi Corazón', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,https://www.facebook.com/share/1Jh3GNNdrM/
638,"Plaza Galerias, Zona Industrial, 97204 Mérida, Yuc., Mexico","{'latitude': 21.039541, 'longitude': -89.63117779999999}",4.5,OPERATIONAL,4.0,"{'text': 'Atelier de pan', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
639,"Baltia Apartments, Calle 61 142, Montes de Amé, 97115 Mérida, Yuc., Mexico","{'latitude': 21.0376393, 'longitude': -89.61600659999999}",4.8,OPERATIONAL,200.0,"{'text': 'Buen Confidente', 'languageCode': 'es'}","{'text': 'Cafe', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '200'}, 'endPrice': {'currencyCode': 'MXN', 'units': '300'}}",https://www.instagram.com/buenconfidente/
640,"C. 29 482, entre 46A, Gonzalo Guerrero, 97115 Mérida, Yuc., Mexico","{'latitude': 21.028620399999998, 'longitude': -89.62434979999999}",4.4,OPERATIONAL,75.0,"{'text': 'MUR MURA', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",
641,"Gran Plaza, C. 50 460-Local 210a, Gonzalo Guerrero, 97118 Mérida, Yuc., Mexico","{'latitude': 21.030441099999997, 'longitude': -89.6243286}",4.3,OPERATIONAL,30.0,"{'text': 'Cassava Roots Gran Plaza Merida', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",https://www.cassavaroots.com/
642,"Área de comida, Gran Plaza, C. 50 460-local 96 sección 2, Gonzalo Guerrero, 97118 Mérida, Yuc., Mexico","{'latitude': 21.029747999999998, 'longitude': -89.62423919999999}",5.0,OPERATIONAL,5.0,"{'text': 'Sno Biz Crepas y Tapiocas', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '1'}, 'endPrice': {'currencyCode': 'MXN', 'units': '100'}}",
643,"Gran Plaza The Fashion Mall, C. 50 460, Gonzalo Guerrero, 97118 Mérida, Yuc., Mexico","{'latitude': 21.0295921, 'longitude': -89.6243914}",4.1,OPERATIONAL,3065.0,"{'text': 'La Casa De Los Abuelos Gran Plaza Mérida', 'languageCode': 'es'}","{'text': 'Restaurant', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '200'}, 'endPrice': {'currencyCode': 'MXN', 'units': '300'}}",
644,"C. 75 160, Montes de Amé, 97115 Mérida, Yuc., Mexico","{'latitude': 21.0306721, 'longitude': -89.62208989999999}",4.7,OPERATIONAL,44.0,"{'text': 'Miss Muffin', 'languageCode': 'es'}","{'text': 'Cafe', 'languageCode': 'en-US'}",,
645,"40 218 x 67 esquina, Montes de Amé, 97115 Mérida, Yuc., Mexico","{'latitude': 21.0347378, 'longitude': -89.6225903}",4.8,OPERATIONAL,249.0,"{'text': 'Querida Rosa Café Norte', 'languageCode': 'en'}","{'text': 'Restaurant', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '200'}, 'endPrice': {'currencyCode': 'MXN', 'units': '300'}}",https://www.queridarosacafe.com/
646,"Calle 37a por 32a y avenida García lavin, San Ramón Nte, 97117 Mérida, Yuc., Mexico","{'latitude': 21.0277895, 'longitude': -89.6049044}",4.4,OPERATIONAL,257.0,"{'text': ""Cimonni's Bakery & Café - García Lavin"", 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",https://www.instagram.com/cimonnisbakery/
647,"C. 28 166, San Ramón Nte, 97117 Mérida, Yuc., Mexico","{'latitude': 21.0324499, 'longitude': -89.60433119999999}",5.0,OPERATIONAL,17.0,"{'text': 'CASA ROMA pan y café', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",
648,"Plaza San Angelo, C. 23 218, Montes de Amé, 97117 Mérida, Yuc., Mexico","{'latitude': 21.0368784, 'longitude': -89.6094284}",4.6,OPERATIONAL,16.0,"{'text': 'Ritual Matcha Club', 'languageCode': 'en'}","{'text': 'Cafe', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",https://www.instagram.com/ritualmatchaclub/
649,"C. 11 235b, Santa Gertrudis Copo, 97305 Mérida, Yuc., Mexico","{'latitude': 21.038266, 'longitude': -89.5981455}",4.9,OPERATIONAL,56.0,"{'text': 'Benélica Cafetería - Wellness & Coffee', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '200'}, 'endPrice': {'currencyCode': 'MXN', 'units': '300'}}",https://benelica.mx/
650,"C. 30 entre 31 y 33, Montebello, 97113 Mérida, Yuc., Mexico","{'latitude': 21.0276689, 'longitude': -89.60356159999999}",4.8,OPERATIONAL,24.0,"{'text': 'Biskotë', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",
651,"C. 23 SN, San Ramón Nte I, 97117 Mérida, Yuc., Mexico","{'latitude': 21.036121599999998, 'longitude': -89.6063503}",4.0,OPERATIONAL,23.0,"{'text': 'Cafe Society Merida', 'languageCode': 'en'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",
652,"Centro Comercial City 32, Av. Andrés García Lavín Calle 32 #298-Local 2, Fundura Montebello, 97113 Mérida, Yuc., Mexico","{'latitude': 21.0372447, 'longitude': -89.60142139999999}",4.0,OPERATIONAL,324.0,"{'text': 'Bachour Café', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,https://www.instagram.com/bachourmerida/
653,"Plaza Via 37, por 32A y, Av. Andrés García Lavín, San Ramón Nte, 97117 Mérida, Yuc., Mexico","{'latitude': 21.027811, 'longitude': -89.6050109}",4.5,OPERATIONAL,109.0,"{'text': 'Frappecito', 'languageCode': 'en'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '1'}, 'endPrice': {'currencyCode': 'MXN', 'units': '100'}}",
654,"C. 16, Benito Juárez Nte, Montes de Amé, 97115 Mérida, Yuc., Mexico","{'latitude': 21.0370699, 'longitude': -89.60976869999999}",4.6,OPERATIONAL,43.0,"{'text': 'Sesenroom Plaza Savona', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",
655,"C. 29 174, San Ramón Nte, 97117 Mérida, Yuc., Mexico","{'latitude': 21.0324458, 'longitude': -89.6041334}",4.4,OPERATIONAL,69.0,"{'text': 'BÁULI Signature Bowls', 'languageCode': 'es'}","{'text': 'Restaurant', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",
656,"Plaza, City Center, Av. Andrés García Lavín 185, Fundura Montebello, 97113 Mérida, Yuc., Mexico","{'latitude': 21.037274000000004, 'longitude': -89.6026629}",4.1,OPERATIONAL,1915.0,"{'text': 'La Parroquia de Veracruz', 'languageCode': 'es'}","{'text': 'Restaurant', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '200'}, 'endPrice': {'currencyCode': 'MXN', 'units': '300'}}",http://www.laparroquiadeveracruz.com/
657,"calle 14 Num 201 Local 3 Plaza San Angelo, San Ángel, 97115 Mérida, Yuc., Mexico","{'latitude': 21.0371031, 'longitude': -89.609518}",3.7,OPERATIONAL,134.0,"{'text': 'LATTEJUS', 'languageCode': 'es'}","{'text': 'Restaurant', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",
658,"Av. Andrés García Lavín 185-Local 82, San Ramón Nte, 97113 Mérida, Yuc., Mexico","{'latitude': 21.038131399999997, 'longitude': -89.6049711}",4.4,OPERATIONAL,48.0,"{'text': 'Juan Valdez - City Center', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '200'}}",https://juanvaldez.com/
659,"Cda. 17 282, Fundura Montebello, 97113 Mérida, Yuc., Mexico","{'latitude': 21.035493199999998, 'longitude': -89.5989491}",4.6,OPERATIONAL,5.0,"{'text': 'Panfila , panadería brunch y más', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
660,"C. 23 321, San Ramón Nte, 97117 Mérida, Yuc., Mexico","{'latitude': 21.0364061, 'longitude': -89.6061225}",4.5,OPERATIONAL,528.0,"{'text': 'Vous Amour', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '200'}, 'endPrice': {'currencyCode': 'MXN', 'units': '300'}}",https://www.instagram.com/amordesdeparis?igsh=ZnNrNnIydG5zZDZh
661,"Centro Comercial City 32, Av. Andrés García Lavín Calle 32 #298, Fundura Montebello, 97113 Mérida, Yuc., Mexico","{'latitude': 21.0371149, 'longitude': -89.6022665}",3.1,OPERATIONAL,12.0,"{'text': 'Cucara Macara gelato y espresso bar', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '1'}, 'endPrice': {'currencyCode': 'MXN', 'units': '100'}}",
662,"Plaza Puerta Copo, Perif. de Mérida Lic. Manuel Berzunza 11, Santa Gertrudis Copo, 97130 Mérida, Yuc., Mexico","{'latitude': 21.033977099999998, 'longitude': -89.58511779999999}",4.6,OPERATIONAL,45.0,"{'text': 'Cafetería Mil Ciento Once', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '200'}, 'endPrice': {'currencyCode': 'MXN', 'units': '300'}}",https://linktr.ee/cafemilcientoonce
663,"C. 23 310, Montecarlo, Sin Nombre de Col 26, 97130 Mérida, Yuc., Mexico","{'latitude': 21.0283292, 'longitude': -89.58257449999999}",4.7,OPERATIONAL,237.0,"{'text': 'Momu', 'languageCode': 'en'}","{'text': 'Cafe', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '200'}, 'endPrice': {'currencyCode': 'MXN', 'units': '300'}}",http://momubakery.com.mx/
664,"C. 4 279, Vista Alegre Nte, 97130 Mérida, Yuc., Mexico","{'latitude': 21.0265825, 'longitude': -89.57256029999999}",4.6,OPERATIONAL,19.0,"{'text': 'MUN Coffee Shop & Pilates Studio', 'languageCode': 'en'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '100'}, 'endPrice': {'currencyCode': 'MXN', 'units': '300'}}",https://momentomun.mx/
665,"Victory Altabrisa, C. 4 279, Vista Alegre Nte, 97130 Mérida, Yuc., Mexico","{'latitude': 21.0268355, 'longitude': -89.57299809999999}",4.7,OPERATIONAL,189.0,"{'text': 'Amaza', 'languageCode': 'es'}","{'text': 'Bakery', 'languageCode': 'en-US'}","{'startPrice': {'currencyCode': 'MXN', 'units': '200'}, 'endPrice': {'currencyCode': 'MXN', 'units': '300'}}",
666,"Por la Calle 8 y Calle 6. Local 6, C. 7, Santa Rita Cholul, 97130 Mérida, Yuc., Mexico","{'latitude': 21.028861, 'longitude': -89.5697673}",4.2,OPERATIONAL,6.0,"{'text': 'Coffe Break', 'languageCode': 'es'}","{'text': 'Cafe', 'languageCode': 'en-US'}",,
667,"Carretera De Cholul, 97305 Cholul, Yuc., Mexico","{'latitude': 21.0282891, 'longitude': -89.5696354}",,OPERATIONAL,,"{'text': 'Cafetería Mary', 'languageCode': 'es'}","{'text': 'Coffee Shop', 'languageCode': 'en-US'}",,
